protein1	protein2	relation
LOXHD1	PCDH15	INTERACTS_WITH
LPL	LRP2	INTERACTS_WITH
LPL	PLPP2	INTERACTS_WITH
LPL	PLPP4	INTERACTS_WITH
LRP2	SYT2	INTERACTS_WITH
LRP2	TG	INTERACTS_WITH
LRP2	TTR	INTERACTS_WITH
LRP8	RELN	INTERACTS_WITH
LST1	TYROBP	INTERACTS_WITH
LUM	MMP2	INTERACTS_WITH
LUM	OGN	INTERACTS_WITH
LUM	OMD	INTERACTS_WITH
LUM	POSTN	INTERACTS_WITH
LUM	PRELP	INTERACTS_WITH
LUM	VCAN	INTERACTS_WITH
LY86	TYROBP	INTERACTS_WITH
MAB21L1	MEIS2	INTERACTS_WITH
MAB21L1	PBX3	INTERACTS_WITH
MAB21L2	MEIS2	INTERACTS_WITH
MAB21L2	PBX3	INTERACTS_WITH
MAD2L1	MCM10	INTERACTS_WITH
MAD2L1	MCM2	INTERACTS_WITH
MAD2L1	MCM5	INTERACTS_WITH
MAD2L1	MELK	INTERACTS_WITH
MAD2L1	NCAPG	INTERACTS_WITH
MAD2L1	NDC80	INTERACTS_WITH
MAD2L1	NUSAP1	INTERACTS_WITH
MAD2L1	PBK	INTERACTS_WITH
MAD2L1	PTTG1	INTERACTS_WITH
MAD2L1	RRM2	INTERACTS_WITH
MAD2L1	SGO1	INTERACTS_WITH
MAD2L1	TOP2A	INTERACTS_WITH
MAD2L1	TPX2	INTERACTS_WITH
MAD2L1	TTK	INTERACTS_WITH
MAD2L1	TYMS	INTERACTS_WITH
MAD2L1	UBE2C	INTERACTS_WITH
MAG	MBP	INTERACTS_WITH
MAG	MOBP	INTERACTS_WITH
MAG	MOG	INTERACTS_WITH
MAG	NGFR	INTERACTS_WITH
MAG	OLIG2	INTERACTS_WITH
MAG	OPALIN	INTERACTS_WITH
MAG	PLP1	INTERACTS_WITH
MAG	RTN4RL2	INTERACTS_WITH
MAG	SOX10	INTERACTS_WITH
MAG	TMEM235	INTERACTS_WITH
MBP	MOBP	INTERACTS_WITH
MBP	MOG	INTERACTS_WITH
MBP	NEFH	INTERACTS_WITH
MBP	NEFL	INTERACTS_WITH
MBP	OLIG1	INTERACTS_WITH
MBP	OLIG2	INTERACTS_WITH
MBP	PDGFRA	INTERACTS_WITH
MBP	PLP1	INTERACTS_WITH
MBP	SOX10	INTERACTS_WITH
MCAM	PECAM1	INTERACTS_WITH
MCM10	MCM2	INTERACTS_WITH
MCM10	MCM5	INTERACTS_WITH
MCM10	MELK	INTERACTS_WITH
MCM10	NCAPG	INTERACTS_WITH
MCM10	PBK	INTERACTS_WITH
MCM10	RRM2	INTERACTS_WITH
MCM10	TOP2A	INTERACTS_WITH
MCM10	TPX2	INTERACTS_WITH
MCM10	TTK	INTERACTS_WITH
MCM2	MCM5	INTERACTS_WITH
MCM2	RNASEH2A	INTERACTS_WITH
MCM2	RRM2	INTERACTS_WITH
MCM2	TYMS	INTERACTS_WITH
MCM5	RNASEH2A	INTERACTS_WITH
MCM5	RRM2	INTERACTS_WITH
MCM5	TOP2A	INTERACTS_WITH
MCM5	TYMS	INTERACTS_WITH
MDK	PTPRZ1	INTERACTS_WITH
MDK	SDC1	INTERACTS_WITH
MDK	SDC4	INTERACTS_WITH
MEIS2	PBX3	INTERACTS_WITH
MELK	MKI67	INTERACTS_WITH
MELK	MYBL2	INTERACTS_WITH
MELK	NCAPG	INTERACTS_WITH
MELK	NDC80	INTERACTS_WITH
MELK	NEIL3	INTERACTS_WITH
MELK	NUSAP1	INTERACTS_WITH
MELK	PBK	INTERACTS_WITH
MELK	PTTG1	INTERACTS_WITH
MELK	RRM2	INTERACTS_WITH
MELK	SGO1	INTERACTS_WITH
MELK	TOP2A	INTERACTS_WITH
MELK	TPX2	INTERACTS_WITH
MELK	TROAP	INTERACTS_WITH
MELK	TTK	INTERACTS_WITH
MELK	TYMS	INTERACTS_WITH
MELK	UBE2C	INTERACTS_WITH
MET	MMP2	INTERACTS_WITH
MET	NGF	INTERACTS_WITH
MET	PDGFD	INTERACTS_WITH
MET	TGFA	INTERACTS_WITH
MKI67	MYBL2	INTERACTS_WITH
MKI67	NCAPG	INTERACTS_WITH
MKI67	NDC80	INTERACTS_WITH
MKI67	NUSAP1	INTERACTS_WITH
MKI67	PBK	INTERACTS_WITH
MKI67	RRM2	INTERACTS_WITH
MKI67	TOP2A	INTERACTS_WITH
MKI67	TPX2	INTERACTS_WITH
MKI67	TROAP	INTERACTS_WITH
MKI67	TTK	INTERACTS_WITH
MKI67	UBE2C	INTERACTS_WITH
MKI67	UHRF1	INTERACTS_WITH
MME	SDC1	INTERACTS_WITH
MME	TAC1	INTERACTS_WITH
MMP2	PECAM1	INTERACTS_WITH
MMP2	POSTN	INTERACTS_WITH
MMP2	SNAI2	INTERACTS_WITH
MMP2	TIMP4	INTERACTS_WITH
MMRN2	ROBO4	INTERACTS_WITH
MOBP	MOG	INTERACTS_WITH
MOBP	OPALIN	INTERACTS_WITH
MOBP	PLP1	INTERACTS_WITH
MOG	OLIG1	INTERACTS_WITH
MOG	PLP1	INTERACTS_WITH
MS4A6A	TYROBP	INTERACTS_WITH
MSX1	MSX2	INTERACTS_WITH
MSX1	PAX3	INTERACTS_WITH
MSX1	SATB2	INTERACTS_WITH
MSX1	SIX1	INTERACTS_WITH
MSX2	TWIST1	INTERACTS_WITH
MYBL2	RRM2	INTERACTS_WITH
MYBL2	TFAP2A	INTERACTS_WITH
MYBL2	TOP2A	INTERACTS_WITH
MYBL2	TPX2	INTERACTS_WITH
MYBL2	UBE2C	INTERACTS_WITH
MYH11	MYL9	INTERACTS_WITH
MYH11	MYLK	INTERACTS_WITH
MYH11	MYOCD	INTERACTS_WITH
MYH11	SMTN	INTERACTS_WITH
MYH11	TAGLN	INTERACTS_WITH
MYH11	TPM2	INTERACTS_WITH
MYL9	MYLK	INTERACTS_WITH
MYL9	MYLK3	INTERACTS_WITH
MYL9	MYO18B	INTERACTS_WITH
MYL9	TAGLN	INTERACTS_WITH
MYL9	TPM2	INTERACTS_WITH
MYLK	TPM2	INTERACTS_WITH
MYOCD	PHACTR1	INTERACTS_WITH
MYOCD	SMTN	INTERACTS_WITH
MYOCD	TAGLN	INTERACTS_WITH
MYRF	OLIG1	INTERACTS_WITH
MYRF	PLP1	INTERACTS_WITH
MYRF	SOX10	INTERACTS_WITH
MYT1	PLP1	INTERACTS_WITH
NCAPG	NDC80	INTERACTS_WITH
NCAPG	NUSAP1	INTERACTS_WITH
NCAPG	PBK	INTERACTS_WITH
NCAPG	PTTG1	INTERACTS_WITH
NCAPG	RRM2	INTERACTS_WITH
NCAPG	SGO1	INTERACTS_WITH
NCAPG	TOP2A	INTERACTS_WITH
NCAPG	TPX2	INTERACTS_WITH
NCAPG	TTK	INTERACTS_WITH
NCAPG	UBE2C	INTERACTS_WITH
NDC80	NUSAP1	INTERACTS_WITH
NDC80	PBK	INTERACTS_WITH
NDC80	PTTG1	INTERACTS_WITH
NDC80	RRM2	INTERACTS_WITH
NDC80	SGO1	INTERACTS_WITH
NDC80	TOP2A	INTERACTS_WITH
NDC80	TPX2	INTERACTS_WITH
NDC80	TTK	INTERACTS_WITH
NDC80	TUBA1A	INTERACTS_WITH
NDC80	TUBB2B	INTERACTS_WITH
NDC80	TYMS	INTERACTS_WITH
NDC80	UBE2C	INTERACTS_WITH
NEFH	NEFL	INTERACTS_WITH
NEFH	NEFM	INTERACTS_WITH
NEFL	NEFM	INTERACTS_WITH
NEFL	NES	INTERACTS_WITH
NEFL	NRGN	INTERACTS_WITH
NEFL	VIM	INTERACTS_WITH
NEFM	NES	INTERACTS_WITH
NEFM	VIM	INTERACTS_WITH
NEIL3	TOP2A	INTERACTS_WITH
NES	OLIG2	INTERACTS_WITH
NES	PDGFRA	INTERACTS_WITH
NES	SLC1A3	INTERACTS_WITH
NES	TBR1	INTERACTS_WITH
NES	TUBB3	INTERACTS_WITH
NES	VIM	INTERACTS_WITH
NEU4	UGT8	INTERACTS_WITH
NEUROD2	TBR1	INTERACTS_WITH
NEUROD6	SATB2	INTERACTS_WITH
NEUROD6	TBR1	INTERACTS_WITH
NEUROG1	SOCS1	INTERACTS_WITH
NEUROG2	OLIG2	INTERACTS_WITH
NEUROG2	OTX2	INTERACTS_WITH
NEUROG2	SOX3	INTERACTS_WITH
NEUROG2	TBR1	INTERACTS_WITH
NGF	NGFR	INTERACTS_WITH
NGF	NRG1	INTERACTS_WITH
NGF	NTF3	INTERACTS_WITH
NGF	PDGFRA	INTERACTS_WITH
NGF	PDGFRB	INTERACTS_WITH
NGF	SORCS3	INTERACTS_WITH
NGF	TAC1	INTERACTS_WITH
NGF	TIE1	INTERACTS_WITH
NGF	TRPV4	INTERACTS_WITH
NGFR	NTF3	INTERACTS_WITH
NGFR	TGFA	INTERACTS_WITH
NKX2-2	OLIG1	INTERACTS_WITH
NKX2-2	OLIG2	INTERACTS_WITH
NKX2-2	SOX10	INTERACTS_WITH
NKX2-2	SST	INTERACTS_WITH
NKX6-2	OLIG2	INTERACTS_WITH
NKX6-2	SST	INTERACTS_WITH
NOS1	PLN	INTERACTS_WITH
NOS1	RYR1	INTERACTS_WITH
NOTCH3	NOTCH4	INTERACTS_WITH
NOTCH3	NRARP	INTERACTS_WITH
NOTCH3	PDGFRB	INTERACTS_WITH
NPSR1	POLR2F	INTERACTS_WITH
NPSR1	RPS17	INTERACTS_WITH
NRG1	PVALB	INTERACTS_WITH
NRG1	TGFA	INTERACTS_WITH
NRP1	SEMA3C	INTERACTS_WITH
NRP1	SEMA3D	INTERACTS_WITH
NRP1	SEMA3E	INTERACTS_WITH
NRP1	SEMA4A	INTERACTS_WITH
NRP1	SLC2A1	INTERACTS_WITH
NTF3	PDGFRA	INTERACTS_WITH
NTF3	PDGFRB	INTERACTS_WITH
NUSAP1	PBK	INTERACTS_WITH
NUSAP1	PTTG1	INTERACTS_WITH
NUSAP1	RRM2	INTERACTS_WITH
NUSAP1	SGO1	INTERACTS_WITH
NUSAP1	TOP2A	INTERACTS_WITH
NUSAP1	TPX2	INTERACTS_WITH
NUSAP1	TTK	INTERACTS_WITH
NUSAP1	TYMS	INTERACTS_WITH
NUSAP1	UBE2C	INTERACTS_WITH
OGN	OMD	INTERACTS_WITH
OGN	PRELP	INTERACTS_WITH
OGN	VCAN	INTERACTS_WITH
OLFML3	P2RY12	INTERACTS_WITH
OLIG1	OLIG2	INTERACTS_WITH
OLIG1	PDGFRA	INTERACTS_WITH
OLIG1	PLP1	INTERACTS_WITH
OLIG1	SOX10	INTERACTS_WITH
OLIG1	SOX8	INTERACTS_WITH
OLIG2	PDGFRA	INTERACTS_WITH
OLIG2	PLP1	INTERACTS_WITH
OLIG2	PVALB	INTERACTS_WITH
OLIG2	SOX10	INTERACTS_WITH
OLIG2	SOX8	INTERACTS_WITH
OMD	PRELP	INTERACTS_WITH
OPALIN	TMEM235	INTERACTS_WITH
OPRD1	OPRM1	INTERACTS_WITH
OPRD1	PDYN	INTERACTS_WITH
OPRD1	PENK	INTERACTS_WITH
OPRD1	PNOC	INTERACTS_WITH
OPRM1	PDYN	INTERACTS_WITH
OPRM1	PENK	INTERACTS_WITH
OPRM1	PNOC	INTERACTS_WITH
OPRM1	SST	INTERACTS_WITH
OPRM1	TACR1	INTERACTS_WITH
OTOF	PCDH15	INTERACTS_WITH
OTOF	SLC26A4	INTERACTS_WITH
OTOF	STX1A	INTERACTS_WITH
OTOF	SYT2	INTERACTS_WITH
OTX2	PAX2	INTERACTS_WITH
OTX2	SIX3	INTERACTS_WITH
OTX2	SOX3	INTERACTS_WITH
P2RX7	P2RY12	INTERACTS_WITH
P2RY12	P2RY13	INTERACTS_WITH
P2RY12	P2RY14	INTERACTS_WITH
P2RY13	P2RY14	INTERACTS_WITH
PAMR1	SLC1A2	INTERACTS_WITH
PAX2	SIX1	INTERACTS_WITH
PAX3	SIX1	INTERACTS_WITH
PAX3	SNAI2	INTERACTS_WITH
PAX3	SOX10	INTERACTS_WITH
PAX3	TYRP1	INTERACTS_WITH
PBK	PTTG1	INTERACTS_WITH
PBK	RRM2	INTERACTS_WITH
PBK	SGO1	INTERACTS_WITH
PBK	TOP2A	INTERACTS_WITH
PBK	TPX2	INTERACTS_WITH
PBK	TTK	INTERACTS_WITH
PBK	TYMS	INTERACTS_WITH
PBK	UBE2C	INTERACTS_WITH
PBK	UHRF1	INTERACTS_WITH
PBX3	TSHZ1	INTERACTS_WITH
PCDH15	TMC2	INTERACTS_WITH
PDE1A	PDE1B	INTERACTS_WITH
PDE1B	PPP1R1B	INTERACTS_WITH
PDGFD	PDGFRA	INTERACTS_WITH
PDGFD	PDGFRB	INTERACTS_WITH
PDGFD	TGFA	INTERACTS_WITH
PDGFRA	PDGFRB	INTERACTS_WITH
PDGFRA	PECAM1	INTERACTS_WITH
PDGFRA	SOX10	INTERACTS_WITH
PDGFRA	TGFA	INTERACTS_WITH
PDGFRB	PECAM1	INTERACTS_WITH
PDGFRB	TAGLN	INTERACTS_WITH
PDGFRB	TGFA	INTERACTS_WITH
PDYN	PENK	INTERACTS_WITH
PDYN	PNOC	INTERACTS_WITH
PDYN	PPP1R1B	INTERACTS_WITH
PDYN	SST	INTERACTS_WITH
PDYN	TAC1	INTERACTS_WITH
PDYN	TAC3	INTERACTS_WITH
PDYN	VIP	INTERACTS_WITH
PECAM1	SDC1	INTERACTS_WITH
PECAM1	TIE1	INTERACTS_WITH
PECAM1	VWF	INTERACTS_WITH
PENK	PNOC	INTERACTS_WITH
PENK	SST	INTERACTS_WITH
PENK	TAC1	INTERACTS_WITH
PIWIL1	TDRD5	INTERACTS_WITH
PKP2	SCN5A	INTERACTS_WITH
PLD4	PLPP4	INTERACTS_WITH
PLP1	SOX10	INTERACTS_WITH
PLPP2	PLPP4	INTERACTS_WITH
PLPP2	UGT8	INTERACTS_WITH
PLXDC1	RASD2	INTERACTS_WITH
PNOC	SST	INTERACTS_WITH
PNOC	TAC1	INTERACTS_WITH
POU2AF1	SYK	INTERACTS_WITH
POU3F1	SOX10	INTERACTS_WITH
PPFIA2	PTPRD	INTERACTS_WITH
PRDM1	SDC1	INTERACTS_WITH
PRDM16	TMEM26	INTERACTS_WITH
PROX1	SOX18	INTERACTS_WITH
PRUNE2	TTPA	INTERACTS_WITH
PTGDR2	PTGER3	INTERACTS_WITH
PTH1R	PTH2R	INTERACTS_WITH
PTH1R	PTHLH	INTERACTS_WITH
PTH2R	PTHLH	INTERACTS_WITH
PTPN5	PTPN7	INTERACTS_WITH
PTPRZ1	SDC1	INTERACTS_WITH
PTPRZ1	VCAN	INTERACTS_WITH
PTTG1	RRM2	INTERACTS_WITH
PTTG1	SGO1	INTERACTS_WITH
PTTG1	TOP2A	INTERACTS_WITH
PTTG1	TPX2	INTERACTS_WITH
PTTG1	TTK	INTERACTS_WITH
PTTG1	TYMS	INTERACTS_WITH
PTTG1	UBE2C	INTERACTS_WITH
PVALB	SLC17A6	INTERACTS_WITH
PVALB	SLC17A7	INTERACTS_WITH
PVALB	SLC32A1	INTERACTS_WITH
PVALB	SST	INTERACTS_WITH
PVALB	VIP	INTERACTS_WITH
RARB	RXRG	INTERACTS_WITH
RBP4	STRA6	INTERACTS_WITH
RBP4	TTR	INTERACTS_WITH
RDH12	ROM1	INTERACTS_WITH
RELN	TBR1	INTERACTS_WITH
RNASEH2A	TOP2A	INTERACTS_WITH
RNASEH2A	TYMS	INTERACTS_WITH
ROBO4	SOX18	INTERACTS_WITH
RORA	RORB	INTERACTS_WITH
RORA	TRPC3	INTERACTS_WITH
RRM2	TOP2A	INTERACTS_WITH
RRM2	TPX2	INTERACTS_WITH
RRM2	TTK	INTERACTS_WITH
RRM2	TYMS	INTERACTS_WITH
RRM2	UBE2C	INTERACTS_WITH
RRM2	UHRF1	INTERACTS_WITH
RSPO3	SDC4	INTERACTS_WITH
RTKN	SEPTIN4	INTERACTS_WITH
RYR1	TRDN	INTERACTS_WITH
S100A11	S100A6	INTERACTS_WITH
S100A4	S100A6	INTERACTS_WITH
S100A4	VIM	INTERACTS_WITH
S100A6	TMSB10	INTERACTS_WITH
SATB1	SATB2	INTERACTS_WITH
SATB2	TBR1	INTERACTS_WITH
SCGN	TAC1	INTERACTS_WITH
SCN4B	SCN5A	INTERACTS_WITH
SCN4B	SCNN1A	INTERACTS_WITH
SCN5A	SCNN1A	INTERACTS_WITH
SCN5A	TNNT2	INTERACTS_WITH
SCNN1A	WNK4	INTERACTS_WITH
SDC1	SDC4	INTERACTS_WITH
SDC1	TNC	INTERACTS_WITH
SDC1	TNR	INTERACTS_WITH
SDC1	VCAN	INTERACTS_WITH
SDC4	TNC	INTERACTS_WITH
SDC4	TNR	INTERACTS_WITH
SDC4	VCAN	INTERACTS_WITH
SELPLG	VWF	INTERACTS_WITH
SEMA6D	TYROBP	INTERACTS_WITH
SFRP2	WIF1	INTERACTS_WITH
SGO1	TTK	INTERACTS_WITH
SHOX2	TBX18	INTERACTS_WITH
SHOX2	TBX3	INTERACTS_WITH
SIX1	SNAI2	INTERACTS_WITH
SLC17A6	SLC17A7	INTERACTS_WITH
SLC17A6	SLC1A2	INTERACTS_WITH
SLC17A6	SLC32A1	INTERACTS_WITH
SLC17A7	SLC1A2	INTERACTS_WITH
SLC17A7	SLC32A1	INTERACTS_WITH
SLC17A7	STX1A	INTERACTS_WITH
SLC17A7	SYN3	INTERACTS_WITH
SLC17A7	TBR1	INTERACTS_WITH
SLC19A1	TYMS	INTERACTS_WITH
SLC1A2	SLC1A3	INTERACTS_WITH
SLC1A2	SLC32A1	INTERACTS_WITH
SLC1A2	SLC7A11	INTERACTS_WITH
SLC22A8	SLC47A1	INTERACTS_WITH
SLC22A8	SLC47A2	INTERACTS_WITH
SLC22A8	SLCO4C1	INTERACTS_WITH
SLC22A9	SLC47A1	INTERACTS_WITH
SLC22A9	SLC47A2	INTERACTS_WITH
SLC24A4	TYRP1	INTERACTS_WITH
SLC26A4	SLC5A5	INTERACTS_WITH
SLC26A4	SLC5A8	INTERACTS_WITH
SLC26A4	TG	INTERACTS_WITH
SLC2A1	SLC5A5	INTERACTS_WITH
SLC2A1	SLC7A5	INTERACTS_WITH
SLC2A1	TXNIP	INTERACTS_WITH
SLC32A1	SST	INTERACTS_WITH
SLC32A1	SYN3	INTERACTS_WITH
SLC47A1	SLCO4C1	INTERACTS_WITH
SLC5A5	TG	INTERACTS_WITH
SLC6A11	SLC6A13	INTERACTS_WITH
SLC6A11	TTPA	INTERACTS_WITH
SLC7A11	SLC7A5	INTERACTS_WITH
SMTN	TAGLN	INTERACTS_WITH
SNAI2	SOX10	INTERACTS_WITH
SNAI2	TWIST1	INTERACTS_WITH
SNAI2	VIM	INTERACTS_WITH
SOCS1	SOCS3	INTERACTS_WITH
SOCS1	SYK	INTERACTS_WITH
SOCS3	STAT4	INTERACTS_WITH
SOCS3	TLR2	INTERACTS_WITH
SOX10	TYRP1	INTERACTS_WITH
SST	SSTR3	INTERACTS_WITH
SST	TAC1	INTERACTS_WITH
SST	TACR1	INTERACTS_WITH
SST	VIP	INTERACTS_WITH
ST8SIA2	STX1A	INTERACTS_WITH
STMN1	STMN2	INTERACTS_WITH
STMN1	TYMS	INTERACTS_WITH
STMN2	TRPC5	INTERACTS_WITH
STRA6	TTR	INTERACTS_WITH
STX1A	STXBP5L	INTERACTS_WITH
STX1A	SYN3	INTERACTS_WITH
STX1A	SYT2	INTERACTS_WITH
SV2B	SV2C	INTERACTS_WITH
SYK	TLR2	INTERACTS_WITH
SYK	TYROBP	INTERACTS_WITH
SYK	VWF	INTERACTS_WITH
TAC1	TAC3	INTERACTS_WITH
TAC1	TACR1	INTERACTS_WITH
TAC1	TRPC7	INTERACTS_WITH
TAC1	VIP	INTERACTS_WITH
TAC3	TACR1	INTERACTS_WITH
TACR1	VIP	INTERACTS_WITH
TAGLN	TPM2	INTERACTS_WITH
TEKT1	TUBA1A	INTERACTS_WITH
TESPA1	THEMIS	INTERACTS_WITH
TF	TTR	INTERACTS_WITH
TFAP2A	TFAP2B	INTERACTS_WITH
TFAP2A	TGFA	INTERACTS_WITH
TFPI	VWF	INTERACTS_WITH
TLR2	VCAN	INTERACTS_WITH
TNNT2	TPM2	INTERACTS_WITH
TOP2A	TPX2	INTERACTS_WITH
TOP2A	TROAP	INTERACTS_WITH
TOP2A	TTK	INTERACTS_WITH
TOP2A	TYMS	INTERACTS_WITH
TOP2A	UBE2C	INTERACTS_WITH
TOP2A	UHRF1	INTERACTS_WITH
TPX2	TTK	INTERACTS_WITH
TPX2	TUBB2B	INTERACTS_WITH
TPX2	UBE2C	INTERACTS_WITH
TROAP	UBE2C	INTERACTS_WITH
TRPC3	TRPC5	INTERACTS_WITH
TRPC3	TRPC7	INTERACTS_WITH
TRPC3	TRPV4	INTERACTS_WITH
TRPC5	TRPV4	INTERACTS_WITH
TRPM3	TRPV4	INTERACTS_WITH
TTK	UBE2C	INTERACTS_WITH
TUBA1A	TUBB	INTERACTS_WITH
TUBA1A	TUBB2B	INTERACTS_WITH
TUBA1A	TUBB3	INTERACTS_WITH
TUBA1A	VASH2	INTERACTS_WITH
TUBA4B	TUBB2B	INTERACTS_WITH
TUBA4B	TUBB3	INTERACTS_WITH
TUBB2B	VASH2	INTERACTS_WITH
TWIST1	VIM	INTERACTS_WITH
TYMS	UBE2C	INTERACTS_WITH
VIP	VIPR1	INTERACTS_WITH
VIP	VIPR2	INTERACTS_WITH
VIPR1	VIPR2	INTERACTS_WITH
